Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"John, R., Boppart, S.A.","57201703336; 56040564300","Magnetomotive molecular nanoprobes",2011,"Current Medicinal Chemistry",18,"14",,2103,2114,,19,10.2174/092986711795656252,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79957960531&partnerID=40&md5=b9897f1216d56e399d96966af48fabf6",Article,Final,,Scopus,2-s2.0-79957960531
"Liu, G., Wang, Z., Lu, J., Xia, C., Gao, F., Gong, Q., Song, B., Zhao, X., Shuai, X., Chen, X., Ai, H., Gu, Z.","56789206200; 55541743500; 55701472200; 26323417800; 8641190900; 55817409800; 35410528900; 23567307900; 55839012200; 9336426400; 7005353373; 55479373300","Low molecular weight alkyl-polycation wrapped magnetite nanoparticle clusters as MRI probes for stem cell labeling and in vivo imaging",2011,"Biomaterials",32,"2",,528,537,,110,10.1016/j.biomaterials.2010.08.099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78449251127&partnerID=40&md5=666d32a6fea38dfa5397545dfa9b6500",Article,Final,,Scopus,2-s2.0-78449251127
"Zhang, H., Liu, L., Li, C.-W., Fu, H., Chen, Y., Yang, M.","57192482940; 55715564300; 56830643500; 55469535600; 55721128300; 7404925734","Multienzyme-nanoparticles amplification for sensitive virus genotyping in microfluidic microbeads array using Au nanoparticle probes and quantum dots as labels",2011,"Biosensors and Bioelectronics",29,"1",,89,96,,24,10.1016/j.bios.2011.07.074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053108031&partnerID=40&md5=2d602813a1e034f8a3f6a494502a3c6a",Article,Final,,Scopus,2-s2.0-80053108031
"Kateb, B., Chiu, K., Black, K.L., Yamamoto, V., Khalsa, B., Ljubimova, J.Y., Ding, H., Patil, R., Portilla-Arias, J.A., Modo, M., Moore, D.F., Farahani, K., Okun, M.S., Prakash, N., Neman, J., Ahdoot, D., Grundfest, W., Nikzad, S., Heiss, J.D.","35607108000; 37664708800; 7202570005; 6506559009; 26024209300; 35474465600; 35081898800; 35082586700; 12042369000; 6602414462; 7404566682; 7003955027; 57203086773; 7006245597; 36178350000; 37664440200; 7007025738; 6602937641; 7005518781","Nanoplatforms for constructing new approaches to cancer treatment, imaging, and drug delivery: What should be the policy?",2011,"NeuroImage",54,"SUPPL. 1",,S106,S124,,125,10.1016/j.neuroimage.2010.01.105,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650843970&partnerID=40&md5=1835cadaf7678fb528356f0040a3233b",Article,Final,,Scopus,2-s2.0-78650843970
"Chiu, Y.-L., Chen, S.-A., Chen, J.-H., Chen, K.-J., Chen, H.-L., Sung, H.-W.","36096504200; 8086210800; 8582238000; 36672590600; 26324749100; 7201871335","A dual-emission Förster resonance energy transfer nanoprobe for sensing/imaging pH changes in the biological environment",2010,"ACS Nano",4,"12",,7467,7474,,46,10.1021/nn102644u,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650757430&partnerID=40&md5=6a396b6f269e9c9ce9729f7d39520c59",Article,Final,,Scopus,2-s2.0-78650757430
"Li, H., Zhang, Z., Xu, Q., Shi, K., Jia, Y., Zhang, B., Xu, Y., Liu, Z.","57206827582; 36704225800; 35771941900; 55850410200; 35366679900; 7406906568; 7406451307; 57192441127","Characterizing ultrashort optical pulses using second-order nonlinear nanoprobes",2010,"Applied Physics Letters",97,"26", 261108,,,,10,10.1063/1.3532112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650902390&partnerID=40&md5=9baf66990646aed4b2436b5664c3c6d9",Article,Final,,Scopus,2-s2.0-78650902390
"Kwon, H., Hong, S., Kim, H., Choi, Y., Kim, J., Song, R.","37052540600; 24335108000; 57191717433; 14070106600; 57191682688; 7202051437","Controlled stoichiometric synthesis of DNA-quantum dot conjugates using Ni-mediated coordination chemistry",2010,"Chemical Communications",46,"47",,8959,8961,,14,10.1039/c0cc03462b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649356984&partnerID=40&md5=0b596c70d3693b135340f3bd8b7e28ed",Article,Final,,Scopus,2-s2.0-78649356984
"Park, J.C., Yu, M.K., An, G.I., Park, S.-I., Oh, J., Kim, H.J., Kim, J.-H., Wang, E.K., Hong, I.-H., Ha, Y.S., Choi, T.H., Jeong, K.-S., Chang, Y., Welch, M.J., Jon, S., Yoo, J.","24780972500; 16040969600; 7102580557; 35076447300; 56318373500; 57191717302; 56108901700; 57198157818; 8702273100; 36720940600; 55585847800; 7201556460; 7501840633; 36077908300; 17233703100; 8215136400","Facile preparation of a hybrid nanoprobe for triple-modality optical/PET/MR imaging",2010,"Small",6,"24",,2863,2868,,57,10.1002/smll.201001418,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650358981&partnerID=40&md5=dbbf8a255183cb973d90e1939138c79d",Article,Final,,Scopus,2-s2.0-78650358981
"Kihara, T., Yoshida, N., Kitagawa, T., Nakamura, C., Nakamura, N., Miyake, J.","7102697843; 23571168300; 37087441200; 7102350742; 57217453466; 7101748008","Development of a novel method to detect intrinsic mRNA in a living cell by using a molecular beacon-immobilized nanoneedle",2010,"Biosensors and Bioelectronics",26,"4",,1449,1454,,29,10.1016/j.bios.2010.07.079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649725872&partnerID=40&md5=8ad202490fdba8c22b745d1c7a8de02f",Article,Final,,Scopus,2-s2.0-78649725872
"Liu, X.Y., Wang, F.","55717378500; 57199196746","Influence of the laser parameters on trapping gold nanoparticles",2010,"2010 Academic Symposium on Optoelectronics and Microelectronics Technology and 10th Chinese-Russian Symposium on Laser Physics and Laser Technology, RCSLPLT/ASOT 2010",,"", 5615357,192,195,,1,10.1109/RCSLPLT.2010.5615357,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649966317&partnerID=40&md5=855cff57bcbf42b344bb54d855da5622",Conference Paper,Final,,Scopus,2-s2.0-78649966317
"Chae, J., Kim, G., Kang, H., Lee, Y.-S., Jeong, D.H.","36666147600; 26040759100; 24335228700; 36013148800; 7102257236","The optical property characterization of SERS-encoded nanoprobe",2010,"AIP Conference Proceedings",1267,"",,1037,1038,,,10.1063/1.3482281,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649979332&partnerID=40&md5=c5a2236452a31eacbecd0246d91b4938",Conference Paper,Final,,Scopus,2-s2.0-78649979332
"Lee, S., Chon, H., Ko, J., Choo, J.","57202327348; 25721795100; 36666672100; 7006799883","Cancer diagnosis application with fluorescence-SERS dual modal nanoprobes",2010,"AIP Conference Proceedings",1267,"",,1065,1066,,,10.1063/1.3482297,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649973203&partnerID=40&md5=490b3a1fcb7d09eb4a0d5919c13f4f20",Conference Paper,Final,,Scopus,2-s2.0-78649973203
"Shu, D., Maser, J., Chu, Y., Yan, H., Nazaretski, E., O'Hara, S., Kearney, S., Anton, J., Quintana, J., Shen, Q.","7103152051; 7004515096; 7403051054; 8971693700; 6603430533; 51764378100; 51763653400; 55972232600; 7102071693; 7402933087","Development of an advanced sample-scanning stage system prototype for an MLL-based hard X-ray Nanoprobe",2010,"AIP Conference Proceedings",1365,"",,144,147,,7,10.1063/1.3625325,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053295742&partnerID=40&md5=b751c0af342c2dfddaa1a7a06e5fbd2e",Conference Paper,Final,Open Access,Scopus,2-s2.0-80053295742
"Nakajima, M., Hirano, T., Kojima, M., Hisamoto, N., Homma, M., Lee, B.H., Fukuda, T.","7402943417; 55325921200; 55142751800; 6701743944; 16137811500; 55659248700; 36037263500","Nanoprobe insertion for nanoinjection based on E-SEM nanorobotic manipulation",2010,"2010 International Symposium on Micro-NanoMechatronics and Human Science: From Micro and Nano Scale Systems to Robotics and Mechatronics Systems, MHS 2010, Micro-Nano GCOE 2010, Bio-Manipulation 2010",,"", 5669530,491,496,,,10.1109/MHS.2010.5669530,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78751490042&partnerID=40&md5=04a354b68d69359956df52e2c56bf1ba",Conference Paper,Final,,Scopus,2-s2.0-78751490042
"Donner, A.","36561468200","Nanotechnology in molecular medicine",2010,"Trends in Molecular Medicine",16,"12",,551,552,,5,10.1016/j.molmed.2010.10.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649635331&partnerID=40&md5=e559b6491fbda704351c0b9a09b4443f",Editorial,Final,,Scopus,2-s2.0-78649635331
"Hruszkewycz, S.O., Holt, M.V., Proffit, D.L., Highland, M.J., Imre, A., Maser, J., Eastman, J.A., Bai, G.R., Fuoss, P.H.","16834951300; 10144638300; 24921873500; 25521680300; 7006002959; 7004515096; 35500636200; 7103085713; 6701592196","Bragg coherent diffraction imaging of epitaxial nanostructures using focused hard X-ray ptychography",2010,"AIP Conference Proceedings",1365,"",,235,238,,2,10.1063/1.3625347,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053320814&partnerID=40&md5=0e1b79e02cfef41bde0ae696e03637d5",Conference Paper,Final,Open Access,Scopus,2-s2.0-80053320814
"Liang, A.-H., Zhang, J., Wen, G.-Q., Liu, Q.-Y., Li, T.-S., Jiang, Z.-L.","7103264671; 57196378412; 24402268900; 7406296250; 55671504600; 7404279990","Aptamer-modified AuRu nanoparticle catalytic resonance scattering spectral assay for the determination of trace Pb<sup>2+</sup>",2010,"Gaodeng Xuexiao Huaxue Xuebao/Chemical Journal of Chinese Universities",31,"12",,2366,2371,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651110782&partnerID=40&md5=2c3e8f412773bd32799668568d9dce78",Article,Final,,Scopus,2-s2.0-78651110782
"Chen, W.-J., Chen, Y.-C.","55715962400; 35236177100","Fe<inf>3</inf>O<inf>4</inf>/TiO<inf>2</inf> core/shell magnetic nanoparticle-based photokilling of pathogenic bacteria",2010,"Nanomedicine",5,"10",,1585,1593,,23,10.2217/nnm.10.92,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650535473&partnerID=40&md5=ce512fa45143903e0d7fc6253195db37",Article,Final,,Scopus,2-s2.0-78650535473
"Paterson, D., De Jonge, M.D., Howard, D.L., Lewis, W., McKinlay, J., Starritt, A., Kusel, M., Ryan, C.G., Kirkham, R., Moorhead, G., Siddons, D.P.","35264526900; 7005631908; 7202305266; 51763911600; 14060643900; 51764613100; 36189833200; 57202910276; 7003311992; 35227798600; 7004658533","The X-ray fluorescence microscopy beamline at the Australian synchrotron",2010,"AIP Conference Proceedings",1365,"",,219,222,,184,10.1063/1.3625343,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053318847&partnerID=40&md5=fb11dd23fbbb6883c8f0b72f1698bff7",Conference Paper,Final,,Scopus,2-s2.0-80053318847
"Simos, N., Chu, Y.S., Broadbent, A., Nazaretski, E., Margulies, L., Dyling, O., Shen, Q., Fallier, M.","7003673356; 7403051054; 57197111477; 6603430533; 51764117500; 57213391998; 7402933087; 51763512000","Achieving vibration stability of the NSLS-II hard X-ray nanoprobe beamline",2010,"AIP Conference Proceedings",1365,"",,148,151,,2,10.1063/1.3625326,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053310078&partnerID=40&md5=4aa355f6f3b1f3a97041ad47ef6d96a8",Conference Paper,Final,Open Access,Scopus,2-s2.0-80053310078
"Kupka, D., Bartels, R.","24537422300; 7102441303","Complete vector focal field characterization via nanoprobe induced nonlinear far field signals",2010,"2010 23rd Annual Meeting of the IEEE Photonics Society, PHOTINICS 2010",,"", 5698787,120,121,,,10.1109/PHOTONICS.2010.5698787,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79951925934&partnerID=40&md5=ea78084fa5a0f6cdf727db786a729d55",Conference Paper,Final,,Scopus,2-s2.0-79951925934
"He, X., Gao, J., Gambhir, S.S., Cheng, Z.","7404408038; 35487458900; 7101904349; 7401815487","Near-infrared fluorescent nanoprobes for cancer molecular imaging: Status and challenges",2010,"Trends in Molecular Medicine",16,"12",,574,583,,186,10.1016/j.molmed.2010.08.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649629201&partnerID=40&md5=f39de2fa4e08ea8e989fce646cce9916",Review,Final,,Scopus,2-s2.0-78649629201
"Lim, E.-K., Yang, J., Dinney, C.P.N., Suh, J.-S., Huh, Y.-M., Haam, S.","35230166700; 35243768700; 7004513048; 46661429000; 7102963492; 7003765590","Self-assembled fluorescent magnetic nanoprobes for multimode-biomedical imaging",2010,"Biomaterials",31,"35",,9310,9319,,53,10.1016/j.biomaterials.2010.07.081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957946615&partnerID=40&md5=d593e77572be321791193d0b7631ae16",Article,Final,,Scopus,2-s2.0-77957946615
"Mills, D.M.","7402571072","Nanoscience at the advanced photon source",2010,"Crystallography Reports",55,"7",,1152,1155,,,10.1134/S1063774510070084,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649809007&partnerID=40&md5=20449bc9df887c68103578a3aa24bd37",Article,Final,,Scopus,2-s2.0-78649809007
"Bi, S., Zhou, H., Zhang, S.","14065973900; 55649568181; 24473833400","A novel synergistic enhanced chemiluminescence achieved by a multiplex nanoprobe for biological applications combined with dual-amplification of magnetic nanoparticles",2010,"Chemical Science",1,"6",,681,687,,56,10.1039/c0sc00341g,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952423264&partnerID=40&md5=62e3e4a32e3223030e4d3d5c6938ea55",Article,Final,,Scopus,2-s2.0-79952423264
"Kane, T., Pendyala, S., Tenney, M.P.","7101829413; 37050974600; 6603937897","Wafer level atomic force probing",2010,"Conference Proceedings from the International Symposium for Testing and Failure Analysis",,"",,317,319,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952346190&partnerID=40&md5=1f7aebced32f59f8735c9436c26327dc",Conference Paper,Final,,Scopus,2-s2.0-79952346190
"Kulshreshtha, P.K., Youssef, K.M., Rozgonyi, G., Stromberg, R.J., Nay, R.J.","36721550800; 6701480145; 7006306473; 12544698900; 12545862800","In-situ electrical measurements of thin photovoltaic silicon wafers during nanoindentation",2010,"ECS Transactions",25,"15",,41,48,,,10.1149/1.3300420,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952747363&partnerID=40&md5=247e39f299c97fb400ef3988cddc3c83",Conference Paper,Final,,Scopus,2-s2.0-79952747363
"Yang, Z., Nakajima, M., Ode, Y., Fukuda, T.","35796366000; 7402943417; 36926075700; 36037263500","Nanoassembly of pH sensor nanoprobe by mutiple-metallic nanowires",2010,"2010 10th IEEE Conference on Nanotechnology, NANO 2010",,"", 5697763,352,355,,1,10.1109/NANO.2010.5697763,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79951841766&partnerID=40&md5=4bff6daa371dd3e6a3e4b5cee58318f5",Conference Paper,Final,,Scopus,2-s2.0-79951841766
"Lee, S., Choo, J.","57202327348; 7006799883","Fabrication of SERS nanoprobe and its application to cancer cell imaging",2010,"2010 IEEE International Conference on Nano/Molecular Medicine and Engineering, IEEE NANOMED 2010",,"", 5749814,108,111,,2,10.1109/NANOMED.2010.5749814,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79956022543&partnerID=40&md5=2d69ac7cfdfe9f8903d5fb66c15d926d",Conference Paper,Final,,Scopus,2-s2.0-79956022543
"Kim, J.-H., Kim, J.-W.","57193393394; 55907824700","Controlled chemical functionalization of water-soluble nanoprobes for site-specific biomedical diagnosis",2010,"2010 IEEE International Conference on Nano/Molecular Medicine and Engineering, IEEE NANOMED 2010",,"", 5749842,235,238,,,10.1109/NANOMED.2010.5749842,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79956011547&partnerID=40&md5=ba61af0aa4616fa266ba6b65d57a4181",Conference Paper,Final,,Scopus,2-s2.0-79956011547
"Chen, Z., Liu, R., Wang, Y., Zhu, H., Sun, Z., Zuo, T., Chang, X., Zhao, F., Xing, G., Yuan, H., Xiang, J., Gao, X.","57221632504; 35737530700; 54392021200; 37462543200; 7404240139; 36342133900; 10141906900; 57190293629; 55652659500; 35315236500; 7201547048; 7403872255","Ag nanoparticles coated SWCNT with surface enhanced Raman scattering (SERS) signals",2010,"Journal of Nanoscience and Nanotechnology",10,"12",,8538,8543,,8,10.1166/jnn.2010.2484,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952113352&partnerID=40&md5=261b8f1f833208bff2a2b2174925c0d1",Conference Paper,Final,,Scopus,2-s2.0-79952113352
"Delville, R., Schryvers, D.","25642489400; 7005625867","Transmission electron microscopy study of combined precipitation of Ti <inf>2</inf>Ni(Pd) and Ti<inf>2</inf>Pd(Ni) in a Ti<inf>50</inf>Ni <inf>30</inf>Pd<inf>20</inf> alloy",2010,"Intermetallics",18,"12",,2353,2360,,13,10.1016/j.intermet.2010.08.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957862654&partnerID=40&md5=14479e4be45bd432c41d7720d0c08449",Article,Final,,Scopus,2-s2.0-77957862654
"Uslu, I., Öztürk, M.K., Aksu, L.M., Gökmeşe, F.","6701820454; 36621922700; 6507496097; 10041192900","Fabrication and characterization of boron supported YBCO superconductive nanofibers by electrospinning",2010,"Current Nanoscience",6,"4",,408,412,,12,10.2174/157341310791658946,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79957894003&partnerID=40&md5=a5ef26ff5c6a4fbcd7a0a31cfa7ee422",Article,Final,,Scopus,2-s2.0-79957894003
"Pendyala, S., Kane, T., Tenney, M., Oldrey, R., Villalobos, M., Sylvestri, J.","37050974600; 7101829413; 6603937897; 37011707400; 37051503900; 23978695500","Frequency sensitive soft fails in SRAM arrays",2010,"Conference Proceedings from the International Symposium for Testing and Failure Analysis",,"",,423,425,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952321769&partnerID=40&md5=f565e665c17f69e14cca4dfa7da15c6a",Conference Paper,Final,,Scopus,2-s2.0-79952321769
"Nakajima, M., Ahmad, M.R., Kojima, M., Hisamoto, N., Homma, M., Fukuda, T.","7402943417; 56356528900; 55142751800; 6701743944; 16137811500; 36037263500","Evaluation of local stiffness distribution for biological organism by comb-nanoprobes",2010,"2010 10th IEEE Conference on Nanotechnology, NANO 2010",,"", 5697861,1032,1035,,7,10.1109/NANO.2010.5697861,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79951815594&partnerID=40&md5=96d054b4077e9c94e270fe3f0ac587e4",Conference Paper,Final,,Scopus,2-s2.0-79951815594
"Nakajima, M., Hirano, T., Kojima, M., Hisamoto, N., Homma, M., Fukuda, T.","7402943417; 55325921200; 55142751800; 6701743944; 16137811500; 36037263500","Nano-injection system based on nanorobotic manipulations inside hybrid microscope",2010,"2010 IEEE Nanotechnology Materials and Devices Conference, NMDC2010",,"", 5652319,195,196,,3,10.1109/NMDC.2010.5652319,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651513804&partnerID=40&md5=0b447d4e2ef1b4f7e2a009f81c19a4f0",Conference Paper,Final,,Scopus,2-s2.0-78651513804
"Somogyi, A., Kewish, C.M., Polack, F., Moreno, T.","7102329823; 15052002300; 7006754267; 16053228000","The scanning nanoprobe beamline nanoscopium at synchrotron soleil",2010,"AIP Conference Proceedings",1365,"",,57,60,,16,10.1063/1.3625303,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053299308&partnerID=40&md5=d1709fb6de6e95bc776a02f3336ddf2d",Conference Paper,Final,,Scopus,2-s2.0-80053299308
"Qiao, L., Liu, B., Girault, H.H.","55307769500; 35234021000; 7102360867","Nanomaterial-assisted laser desorption ionization for mass spectrometry-based biomedical analysis",2010,"Nanomedicine",5,"10",,1641,1652,,20,10.2217/nnm.10.127,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650572412&partnerID=40&md5=bade8f8006c67fe7a59b159039735dc4",Article,Final,,Scopus,2-s2.0-78650572412
"Kaul, A.B., Khan, A.R., Megerian, K.G., Epp, L., LeDuc, H.G., Bagge, L., Jennings, A.T., Jang, D., Greer, J.R.","7101973667; 55414163000; 6507079874; 6701919037; 23974476000; 34978193500; 56830142500; 26536029100; 8404263500","Carbon-based Nano-electro-mechanical-systems",2010,"Proceedings of SPIE - The International Society for Optical Engineering",7679,"", 76790N,,,,1,10.1117/12.851293,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79953736224&partnerID=40&md5=11dce68908cb4b433ec5d650c930ea8e",Conference Paper,Final,,Scopus,2-s2.0-79953736224
"Floss, C., Stadermann, F.J., Mertz, A.F., Bernatowicz, T.J.","6701775573; 6602431942; 23389399000; 6701737426","A NanoSIMS and Auger Nanoprobe investigation of an isotopically primitive interplanetary dust particle from the 55P/Tempel-Tuttle targeted stratospheric dust collector",2010,"Meteoritics and Planetary Science",45,"12",,1889,1905,,24,10.1111/j.1945-5100.2010.01126.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651433459&partnerID=40&md5=06c8dae6b2c455ff118bb107fd99b9e9",Article,Final,,Scopus,2-s2.0-78651433459
"Bhat, A.R., Wu, H.-F.","37040451900; 7405581377","Synthesis, characterization and application of modified Pd nanoparticles as preconcentration probes for selective enrichment/analysis of proteins via hydrophobic interactions from real-world samples using nanoparticle-liquid-liquid microextraction coupled to matrix-assisted laser desorption/ionization time-of-flight mass spectrometry",2010,"Rapid Communications in Mass Spectrometry",24,"24",,3547,3552,,18,10.1002/rcm.4810,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78449311628&partnerID=40&md5=03df00321a5c2f3e5a22875c589e4ec6",Article,Final,,Scopus,2-s2.0-78449311628
"Zhang, L., Chen, H., Wang, L., Liu, T., Yeh, J., Lu, G., Yang, L., Mao, H.","15040253200; 36445514800; 57157559300; 26643332700; 36447073900; 14024759600; 8927533200; 7201795917","Delivery of therapeutic radioisotopes using nanoparticle platforms: Potential benefit in systemic radiation therapy",2010,"Nanotechnology, Science and Applications",3,"1",,159,170,,43,10.2147/NSA.S7462,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650699653&partnerID=40&md5=ec6dd3786ae1508a440af62cf58f2fb3",Review,Final,Open Access,Scopus,2-s2.0-78650699653
"Abdelwahab, A.A., Koh, W.C.A., Noh, H.-B., Shim, Y.-B.","26631863300; 27967815300; 23467476200; 55663938600","A selective nitric oxide nanocomposite biosensor based on direct electron transfer of microperoxidase: Removal of interferences by co-immobilized enzymes",2010,"Biosensors and Bioelectronics",26,"3",,1080,1086,,40,10.1016/j.bios.2010.08.070,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957342587&partnerID=40&md5=a77a42661fd347f8ce3b64d2e3a5702c",Article,Final,,Scopus,2-s2.0-77957342587
"Bumb, A., Regino, C.A.S., Bernardo, M., Dobson, P.J., Choyke, P., Brechbiel, M.W.","18933859300; 57211224299; 7103259026; 13310093900; 7102809178; 7005392044","Multi-modal superparamagnetic nanoprobe: Harnessing magnetic, nuclear, and optical power for diagnostic imaging applications",2010,"Nanotechnology 2010: Bio Sensors, Instruments, Medical, Environment and Energy - Technical Proceedings of the 2010 NSTI Nanotechnology Conference and Expo, NSTI-Nanotech 2010",3,"",,428,431,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049427593&partnerID=40&md5=a593ebc761032e2218a1f92875f3a3a0",Conference Paper,Final,,Scopus,2-s2.0-78049427593
"Maestro, L.M., Rodriguez, E.M., Vetrone, F., Naccache, R., Ramirez, H.L., Jaque, D., Capobianco, J.A., Solé, J.G.","56926826000; 7401953407; 6603575374; 8221003300; 6506596668; 7006396167; 7006436913; 7005598241","Nanoparticles for highly efficient multiphoton fluorescence bioimaging",2010,"Optics Express",18,"23",,23544,23553,,78,10.1364/OE.18.023544,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78149423743&partnerID=40&md5=7d2395824516d38dc193b3751b5a2a5d",Article,Final,Open Access,Scopus,2-s2.0-78149423743
"Mo, Z.-H., Gao, Y.-M., Wen, Z.-Y., Fan, Y.-P.","7103200486; 36699575700; 7201723862; 36699577100","Colorimetric detection of Pb<sup>2+</sup> based on G-quartet structure by nanoprobes",2010,"Gaodeng Xuexiao Huaxue Xuebao/Chemical Journal of Chinese Universities",31,"11",,2181,2183,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650532015&partnerID=40&md5=328bc71c3702f1cde4118066b829e478",Article,Final,,Scopus,2-s2.0-78650532015
"Liang, A., Li, J., Jiang, C., Jiang, Z.","7103264671; 37034405600; 35740622700; 7404279990","Highly selective resonance scattering detection of trace thrombin using aptamer-modified AuRe nanoprobe",2010,"Bioprocess and Biosystems Engineering",33,"9",,1087,1094,,12,10.1007/s00449-010-0434-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77958091593&partnerID=40&md5=d785f2989c0e8a77c39116c66eb094e0",Article,Final,,Scopus,2-s2.0-77958091593
"Zhang, G., Feng, J., Lu, L., Zhang, B., Cao, L.","57198462737; 7403884623; 7403963799; 57213831593; 21741852100","Fluorescent magnetic nanoprobes: Design and application for cell imaging",2010,"Journal of Colloid and Interface Science",351,"1",,128,133,,24,10.1016/j.jcis.2010.07.056,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956226739&partnerID=40&md5=495e082b4557555e8e4479453eb95891",Article,Final,,Scopus,2-s2.0-77956226739
"Fang, C., Veiseh, O., Kievit, F., Bhattarai, N., Wang, F., Stephen, Z., Li, C., Lee, D., Ellenbogen, R.G., Zhang, M.","55085167500; 8511017600; 25631070800; 6603897235; 36667582000; 25653361200; 36080088000; 36062646700; 7007098380; 7601553864","Functionalization of iron oxide magnetic nanoparticles with targeting ligands: Their physicochemical properties and in vivo behavior",2010,"Nanomedicine",5,"9",,1357,1369,,49,10.2217/nnm.10.55,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650052719&partnerID=40&md5=f7927e776be6472fec7fed66107bd603",Article,Final,,Scopus,2-s2.0-78650052719
"Basiruddin, S., Saha, A., Sarkar, R., Majumder, M., Jana, N.R.","35172711300; 35192355400; 57212689586; 57162721400; 7006695922","Highly fluorescent magnetic quantum dot probe with superior colloidal stability",2010,"Nanoscale",2,"12",,2561,2564,,7,10.1039/c0nr00501k,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649856643&partnerID=40&md5=02b88105772f255fe253e05a147a3ea7",Article,Final,,Scopus,2-s2.0-78649856643
"Peng, C.-A., Wang, C.-H., Wang, W.-L.","7401798100; 35070807100; 38262127400","Rapid antiviral assay using QD-tagged fish virus as imaging nanoprobe",2010,"Journal of Virological Methods",169,"2",,412,415,,2,10.1016/j.jviromet.2010.07.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957018920&partnerID=40&md5=12654b5b1cb8042c4f1202e9eb199c89",Article,Final,,Scopus,2-s2.0-77957018920
"Behr, M.J., Andre Mkhoyan, K., Aydil, E.S.","57210715771; 6602079947; 7006858360","Catalyst rotation, twisting, and bending during multiwall carbon nanotube growth",2010,"Carbon",48,"13",,3840,3845,,22,10.1016/j.carbon.2010.06.049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955425765&partnerID=40&md5=bf114ab3051e5c39f3a6ac949b5ee261",Article,Final,,Scopus,2-s2.0-77955425765
"Wang, Z., Miu, T., Xu, H., Duan, N., Ding, X., Li, S.","56963517800; 37034707800; 57198604175; 37033710000; 37033765400; 36998037100","Sensitive immunoassay of Listeria monocytogenes with highly fluorescent bioconjugated silica nanoparticles probe",2010,"Journal of Microbiological Methods",83,"2",,179,184,,17,10.1016/j.mimet.2010.08.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957873867&partnerID=40&md5=2e00f7ff2d513e69ee8dfbffc01d8fa7",Article,Final,,Scopus,2-s2.0-77957873867
